id,createdDate,updatedDate,version,machineState,machineDef
000bb6c6-eda2-42f1-882e-73e423971377,"2023-08-22 15:13:12.276629","2023-08-22 15:13:23.000000",3,"{"actions":[],"activities":{},"meta":{},"events":[],"value":"available","context":{"parentID":"d01bcb8d-b6f5-482d-986f-6bce84d1aa53"},"_event":{"name":"CHECKIN","data":{"type":"CHECKIN","parentID":"d01bcb8d-b6f5-482d-986f-6bce84d1aa53","agentInfo":{"userID":"4bfed890-b89c-4dce-baa5-7fbaf2470882","email":"comoque@gmail.com","emailVerified":true,"firstName":"como","lastName":"que","credentials":"","verifiedCredentials":"","communicationID":"@comoque=gmail.com:matrix-acc.alkem.io","agentID":"b7080996-46c3-4ebd-96ff-24580c924533"},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:4","event":"","historyValue":{"current":"available","states":{}},"history":{"actions":[],"activities":{},"meta":{},"events":[],"value":"checkedOut","context":{"parentID":"d01bcb8d-b6f5-482d-986f-6bce84d1aa53"},"_event":{"name":"CHECKOUT","data":{"type":"CHECKOUT","parentID":"d01bcb8d-b6f5-482d-986f-6bce84d1aa53","agentInfo":{"userID":"4bfed890-b89c-4dce-baa5-7fbaf2470882","email":"comoque@gmail.com","emailVerified":true,"firstName":"como","lastName":"que","credentials":"","verifiedCredentials":"","communicationID":"@comoque=gmail.com:matrix-acc.alkem.io","agentID":"b7080996-46c3-4ebd-96ff-24580c924533"},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:4","event":{"type":"CHECKOUT","parentID":"d01bcb8d-b6f5-482d-986f-6bce84d1aa53","agentInfo":{"userID":"4bfed890-b89c-4dce-baa5-7fbaf2470882","email":"comoque@gmail.com","emailVerified":true,"firstName":"como","lastName":"que","credentials":"","verifiedCredentials":"","communicationID":"@comoque=gmail.com:matrix-acc.alkem.io","agentID":"b7080996-46c3-4ebd-96ff-24580c924533"},"authorization":""},"historyValue":{"current":"checkedOut","states":{}},"children":{},"done":false,"tags":[]},"children":{},"done":false,"changed":true,"tags":[]}","{"id":"whiteboard-checkout","context":{"parentID":"d01bcb8d-b6f5-482d-986f-6bce84d1aa53"},"initial":"available","states":{"available":{"entry":["availableEntry"],"on":{"CHECKOUT":{"cond":"WhiteboardCheckoutAuthorized","target":"checkedOut","actions":["lockedTransition","checkout"]}},"exit":["availableExit"]},"checkedOut":{"entry":["lockedEntry"],"on":{"CHECKIN":{"cond":"WhiteboardCheckinAuthorized","target":"available","actions":["availableTransition","checkin"]}},"exit":["lockedExit"]}}}"
00584cb2-ce9a-4a0b-9166-a99c7a2d94f4,"2023-02-21 10:09:10.488790","2023-07-19 13:09:18.499569",1,NULL,"{"id":"whiteboard-checkout","context":{"parentID":"866e8f6b-c72b-4174-9d87-953218d19dca"},"initial":"available","states":{"available":{"entry":["availableEntry"],"on":{"CHECKOUT":{"cond":"WhiteboardCheckoutAuthorized","target":"checkedOut","actions":["lockedTransition","checkout"]}},"exit":["availableExit"]},"checkedOut":{"entry":["lockedEntry"],"on":{"CHECKIN":{"cond":"WhiteboardCheckinAuthorized","target":"available","actions":["availableTransition","checkin"]}},"exit":["lockedExit"]}}}"
0071d79a-2690-43f3-b8e9-4851fa4ad7c4,"2023-11-08 10:27:41.992336","2023-11-08 12:59:56.000000",12,"{"actions":[],"activities":{},"meta":{},"events":[],"value":"available","context":{"parentID":"54c0bd6d-cf88-4bfa-997f-b83821112595"},"_event":{"name":"CHECKIN","data":{"type":"CHECKIN","parentID":"54c0bd6d-cf88-4bfa-997f-b83821112595","agentInfo":{"userID":"2de21941-a21f-4cfc-a076-3aa3bc74157e","email":"Evgeni@alkem.io","emailVerified":true,"firstName":"Evgeni","lastName":"Dimitrov","credentials":"","verifiedCredentials":"","communicationID":"@evgeni=alkem.io:matrix-acc.alkem.io","agentID":"0c78b7b7-fa24-4bdb-890c-46f992ea2db7"},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:15","event":"","historyValue":{"current":"available","states":{}},"history":{"actions":[],"activities":{},"meta":{},"events":[],"value":"checkedOut","context":{"parentID":"54c0bd6d-cf88-4bfa-997f-b83821112595"},"_event":{"name":"CHECKOUT","data":{"type":"CHECKOUT","parentID":"54c0bd6d-cf88-4bfa-997f-b83821112595","agentInfo":{"userID":"2de21941-a21f-4cfc-a076-3aa3bc74157e","email":"Evgeni@alkem.io","emailVerified":true,"firstName":"Evgeni","lastName":"Dimitrov","credentials":"","verifiedCredentials":"","communicationID":"@evgeni=alkem.io:matrix-acc.alkem.io","agentID":"0c78b7b7-fa24-4bdb-890c-46f992ea2db7"},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:15","event":{"type":"CHECKOUT","parentID":"54c0bd6d-cf88-4bfa-997f-b83821112595","agentInfo":{"userID":"2de21941-a21f-4cfc-a076-3aa3bc74157e","email":"Evgeni@alkem.io","emailVerified":true,"firstName":"Evgeni","lastName":"Dimitrov","credentials":"","verifiedCredentials":"","communicationID":"@evgeni=alkem.io:matrix-acc.alkem.io","agentID":"0c78b7b7-fa24-4bdb-890c-46f992ea2db7"},"authorization":""},"historyValue":{"current":"checkedOut","states":{}},"children":{},"done":false,"tags":[]},"children":{},"done":false,"changed":true,"tags":[]}","{"id":"whiteboard-checkout","context":{"parentID":"54c0bd6d-cf88-4bfa-997f-b83821112595"},"initial":"available","states":{"available":{"entry":["availableEntry"],"on":{"CHECKOUT":{"cond":"WhiteboardCheckoutAuthorized","target":"checkedOut","actions":["lockedTransition","checkout"]}},"exit":["availableExit"]},"checkedOut":{"entry":["lockedEntry"],"on":{"CHECKIN":{"cond":"WhiteboardCheckinAuthorized","target":"available","actions":["availableTransition","checkin"]}},"exit":["lockedExit"]}}}"
00ba3332-8452-48dd-a69e-b1213eaae732,"2023-10-11 11:08:20.001505","2024-01-03 15:19:56.000000",2,"{"actions":[],"activities":{},"meta":{},"events":[],"value":"accepted","context":{"parentID":"735317ed-1504-49de-ae51-2a47101327a6"},"_event":{"name":"ACCEPT","data":{"type":"ACCEPT","parentID":"735317ed-1504-49de-ae51-2a47101327a6","agentInfo":{"userID":"3d0ee84e-b702-425c-a8cd-5e8cd06991f2","email":"aleksandar@alkem.io","emailVerified":true,"firstName":"Aleksandar","lastName":"Stojanović","credentials":"","verifiedCredentials":"","communicationID":"@aleksandar=alkem.io:matrix-acc.alkem.io","agentID":"7d471904-48f7-4629-acf7-50264204f6ee","expiry":1706885968000},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:0","event":"","historyValue":{"current":"accepted","states":{}},"history":{"actions":[],"activities":{},"meta":{},"events":[],"value":"invited","context":{"parentID":"735317ed-1504-49de-ae51-2a47101327a6"},"_event":{"name":"xstate.init","data":{"type":"xstate.init"},"$$type":"scxml","type":"external"},"_sessionid":"x:0","event":{"type":"xstate.init"},"children":{},"done":false,"tags":[]},"children":{},"done":true,"changed":true,"tags":[]}","{"id":"user-invitation","context":{"parentID":"735317ed-1504-49de-ae51-2a47101327a6"},"initial":"invited","states":{"invited":{"on":{"ACCEPT":{"target":"accepted","cond":"communityInvitationAcceptAuthorized"},"REJECT":{"target":"rejected","cond":"communityUpdateAuthorized"}}},"accepted":{"type":"final","entry":["communityAddMember"],"data":{}},"rejected":{"on":{"REINVITE":{"target":"invited","cond":"communityUpdateAuthorized"},"ARCHIVE":{"target":"archived","cond":"communityUpdateAuthorized"}}},"archived":{"type":"final"}}}"
00c43cab-3c09-4df1-9c92-09673f0af039,"2023-08-21 12:08:46.913440","2023-08-21 12:08:46.913440",1,NULL,"{"id":"whiteboard-checkout","context":{"parentID":"42c00407-03a8-49c9-8341-2094fada1d45"},"initial":"available","states":{"available":{"entry":["availableEntry"],"on":{"CHECKOUT":{"cond":"WhiteboardCheckoutAuthorized","target":"checkedOut","actions":["lockedTransition","checkout"]}},"exit":["availableExit"]},"checkedOut":{"entry":["lockedEntry"],"on":{"CHECKIN":{"cond":"WhiteboardCheckinAuthorized","target":"available","actions":["availableTransition","checkin"]}},"exit":["lockedExit"]}}}"
00e9cf13-534e-444a-81cf-88e0a6083c42,"2023-03-31 14:21:52.971552","2023-07-19 13:09:18.501710",1,NULL,"{"id":"whiteboard-checkout","context":{"parentID":"fd133cca-e396-460e-bc9a-121886b36a23"},"initial":"available","states":{"available":{"entry":["availableEntry"],"on":{"CHECKOUT":{"cond":"WhiteboardCheckoutAuthorized","target":"checkedOut","actions":["lockedTransition","checkout"]}},"exit":["availableExit"]},"checkedOut":{"entry":["lockedEntry"],"on":{"CHECKIN":{"cond":"WhiteboardCheckinAuthorized","target":"available","actions":["availableTransition","checkin"]}},"exit":["lockedExit"]}}}"
010c87be-3ce0-435d-b587-623e62a27dad,"2024-01-24 07:14:11.384168","2024-01-24 07:14:11.000000",2,"{"actions":[],"activities":{},"meta":{},"events":[],"value":"available","context":{"parentID":"0dd71ef5-2928-4556-8091-0ea283651dff"},"_event":{"name":"xstate.init","data":{"type":"xstate.init"},"$$type":"scxml","type":"external"},"_sessionid":"x:0","event":{"type":"xstate.init"},"children":{},"done":false,"tags":[]}","{"id":"whiteboard-checkout","context":{"parentID":"0dd71ef5-2928-4556-8091-0ea283651dff"},"initial":"available","states":{"available":{"entry":["availableEntry"],"on":{"CHECKOUT":{"cond":"WhiteboardCheckoutAuthorized","target":"checkedOut","actions":["lockedTransition","checkout"]}},"exit":["availableExit"]},"checkedOut":{"entry":["lockedEntry"],"on":{"CHECKIN":{"cond":"WhiteboardCheckinAuthorized","target":"available","actions":["availableTransition","checkin"]}},"exit":["lockedExit"]}}}"
01c99f3a-fdac-4663-abc0-55c439d0fe7a,"2022-10-11 13:05:23.906220","2023-07-19 13:09:18.502989",5,"{"actions":[],"activities":{},"meta":{},"events":[],"value":"available","context":{"parentID":"d7ecf2e4-62b1-4cd9-a9e0-cce45c161246"},"_event":{"name":"CHECKIN","data":{"type":"CHECKIN","parentID":"d7ecf2e4-62b1-4cd9-a9e0-cce45c161246","agentInfo":{"userID":"c39563e0-752f-4f53-ad19-6f4f926ae86c","email":"evgeni@alkem.io","emailVerified":true,"firstName":"Evgeni","lastName":"Alkemio","credentials":"","verifiedCredentials":"","communicationID":"@evgeni=alkem.io:matrix-acc.alkem.io","agentID":"65977ba3-b759-4f15-bd27-52754f82193a"},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:2","event":"","historyValue":{"current":"available","states":{}},"history":{"actions":[],"activities":{},"meta":{},"events":[],"value":"checkedOut","context":{"parentID":"d7ecf2e4-62b1-4cd9-a9e0-cce45c161246"},"_event":{"name":"CHECKOUT","data":{"type":"CHECKOUT","parentID":"d7ecf2e4-62b1-4cd9-a9e0-cce45c161246","agentInfo":{"userID":"c39563e0-752f-4f53-ad19-6f4f926ae86c","email":"evgeni@alkem.io","emailVerified":true,"firstName":"Evgeni","lastName":"Alkemio","credentials":"","verifiedCredentials":"","communicationID":"@evgeni=alkem.io:matrix-acc.alkem.io","agentID":"65977ba3-b759-4f15-bd27-52754f82193a"},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:2","event":{"type":"CHECKOUT","parentID":"d7ecf2e4-62b1-4cd9-a9e0-cce45c161246","agentInfo":{"userID":"c39563e0-752f-4f53-ad19-6f4f926ae86c","email":"evgeni@alkem.io","emailVerified":true,"firstName":"Evgeni","lastName":"Alkemio","credentials":"","verifiedCredentials":"","communicationID":"@evgeni=alkem.io:matrix-acc.alkem.io","agentID":"65977ba3-b759-4f15-bd27-52754f82193a"},"authorization":""},"historyValue":{"current":"checkedOut","states":{}},"children":{},"done":false,"tags":[]},"children":{},"done":false,"changed":true,"tags":[]}","{"id":"whiteboard-checkout","context":{"parentID":"d7ecf2e4-62b1-4cd9-a9e0-cce45c161246"},"initial":"available","states":{"available":{"entry":["availableEntry"],"on":{"CHECKOUT":{"cond":"WhiteboardCheckoutAuthorized","target":"checkedOut","actions":["lockedTransition","checkout"]}},"exit":["availableExit"]},"checkedOut":{"entry":["lockedEntry"],"on":{"CHECKIN":{"cond":"WhiteboardCheckinAuthorized","target":"available","actions":["availableTransition","checkin"]}},"exit":["lockedExit"]}}}"
02372787-62af-40bb-bf9a-801299380259,"2023-08-21 07:04:00.422945","2023-08-21 07:04:33.000000",5,"{"actions":[],"activities":{},"meta":{},"events":[],"value":"available","context":{"parentID":"e82e33ee-0b3a-49bf-90a2-effaef81a069"},"_event":{"name":"CHECKIN","data":{"type":"CHECKIN","parentID":"e82e33ee-0b3a-49bf-90a2-effaef81a069","agentInfo":{"userID":"4bfed890-b89c-4dce-baa5-7fbaf2470882","email":"comoque@gmail.com","emailVerified":true,"firstName":"como","lastName":"que","credentials":"","verifiedCredentials":"","communicationID":"@comoque=gmail.com:matrix-acc.alkem.io","agentID":"b7080996-46c3-4ebd-96ff-24580c924533"},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:12","event":"","historyValue":{"current":"available","states":{}},"history":{"actions":[],"activities":{},"meta":{},"events":[],"value":"checkedOut","context":{"parentID":"e82e33ee-0b3a-49bf-90a2-effaef81a069"},"_event":{"name":"CHECKOUT","data":{"type":"CHECKOUT","parentID":"e82e33ee-0b3a-49bf-90a2-effaef81a069","agentInfo":{"userID":"4bfed890-b89c-4dce-baa5-7fbaf2470882","email":"comoque@gmail.com","emailVerified":true,"firstName":"como","lastName":"que","credentials":"","verifiedCredentials":"","communicationID":"@comoque=gmail.com:matrix-acc.alkem.io","agentID":"b7080996-46c3-4ebd-96ff-24580c924533"},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:12","event":{"type":"CHECKOUT","parentID":"e82e33ee-0b3a-49bf-90a2-effaef81a069","agentInfo":{"userID":"4bfed890-b89c-4dce-baa5-7fbaf2470882","email":"comoque@gmail.com","emailVerified":true,"firstName":"como","lastName":"que","credentials":"","verifiedCredentials":"","communicationID":"@comoque=gmail.com:matrix-acc.alkem.io","agentID":"b7080996-46c3-4ebd-96ff-24580c924533"},"authorization":""},"historyValue":{"current":"checkedOut","states":{}},"children":{},"done":false,"tags":[]},"children":{},"done":false,"changed":true,"tags":[]}","{"id":"whiteboard-checkout","context":{"parentID":"e82e33ee-0b3a-49bf-90a2-effaef81a069"},"initial":"available","states":{"available":{"entry":["availableEntry"],"on":{"CHECKOUT":{"cond":"WhiteboardCheckoutAuthorized","target":"checkedOut","actions":["lockedTransition","checkout"]}},"exit":["availableExit"]},"checkedOut":{"entry":["lockedEntry"],"on":{"CHECKIN":{"cond":"WhiteboardCheckinAuthorized","target":"available","actions":["availableTransition","checkin"]}},"exit":["lockedExit"]}}}"
0263d565-c3b5-4a22-8e5b-05292ab99b59,"2024-07-23 10:20:49.676771","2024-07-23 10:21:56.000000",2,"{"actions":[],"activities":{},"meta":{},"events":[],"value":"accepted","context":{"parentID":"264499ae-aa2d-49a5-8b2e-76f1d8962045"},"_event":{"name":"ACCEPT","data":{"type":"ACCEPT","parentID":"264499ae-aa2d-49a5-8b2e-76f1d8962045","agentInfo":{"userID":"3017ab10-07f6-4b5f-9c92-54ea2dc48cfd","email":"comoque+184@gmail.com","emailVerified":true,"firstName":"j25","lastName":"2024","credentials":"","verifiedCredentials":"","communicationID":"@comoque184=gmail.com:matrix-acc.alkem.io","agentID":"e22b5ca5-94e8-43e7-9d0d-c9a43759bea9","expiry":1724235505000},"authorization":""},"$$type":"scxml","type":"external"},"_sessionid":"x:0","event":"","historyValue":{"current":"accepted","states":{}},"history":{"actions":[],"activities":{},"meta":{},"events":[],"value":"invited","context":{"parentID":"264499ae-aa2d-49a5-8b2e-76f1d8962045"},"_event":{"name":"xstate.init","data":{"type":"xstate.init"},"$$type":"scxml","type":"external"},"_sessionid":"x:0","event":{"type":"xstate.init"},"children":{},"done":false,"tags":[]},"children":{},"done":true,"changed":true,"tags":[]}","{"id":"user-invitation","context":{"parentID":"264499ae-aa2d-49a5-8b2e-76f1d8962045"},"initial":"invited","states":{"invited":{"on":{"ACCEPT":{"target":"accepted","cond":"communityInvitationAcceptAuthorized"},"REJECT":{"target":"rejected","cond":"communityUpdateAuthorized"}}},"accepted":{"type":"final","entry":["communityAddMember"],"data":{}},"rejected":{"on":{"REINVITE":{"target":"invited","cond":"communityUpdateAuthorized"},"ARCHIVE":{"target":"archived","cond":"communityUpdateAuthorized"}}},"archived":{"type":"final"}}}"
